"plotn"	"TypePL"	"TCT"	"PLrr"	"MF"	"TypeMF"	"Aridity"	"RWC"	"Height"	"Shanon"	"alpha"	"Potential"	"SLO"	"Sand"	"Facil"	"HumanFootprint"	"Cow"	"Goat"	"Pig"	"prod"	"veg_type"	"ph"	"sr"	"lat"	"long"
"931"	"185"	0	50	0.400465326	0.458433664	1	0.5839	91.62460228	1.814587172	5.04	2.06775469	0.118816268	14.75	2.601116048	"21.05263158"	13.30625	0.71046	1.95953	8.73066	11.98533054	2	8.304887218	19	39.86184	-2.543747
"932"	"185"	0	50	0.400465326	0.458433664	1	0.5839	91.62460228	1.814587172	5.04	2.06775469	0.118816268	14.75	2.601116048	"21.05263158"	13.30625	0.71046	1.95953	8.73066	11.98533054	2	8.304887218	19	39.86184	-2.543747
"94"	"186"	1	36.42442645	0.729592478	-0.322353689	0	0.5688	97.18309859	1.718086295	8.39	1.971181888	0.735319781	21.75	2.601767857	"4.761904762"	11.67501	3.82623	28.44517	11.66512	10.24150196	2	8.210676554	21	37.892359	-1.703185
"941"	"186"	1	36.42442645	0.729592478	-0.322353689	0	0.5688	97.18309859	1.718086295	8.39	1.971181888	0.735319781	21.75	2.601767857	"4.761904762"	11.67501	3.82623	28.44517	11.66512	10.24150196	2	8.210676554	21	37.892359	-1.703185
"942"	"186"	1	36.42442645	0.729592478	-0.322353689	0	0.5688	97.18309859	1.718086295	8.39	1.971181888	0.735319781	21.75	2.601767857	"4.761904762"	11.67501	3.82623	28.44517	11.66512	10.24150196	2	8.210676554	21	37.892359	-1.703185
"95"	"187"	0	22.875	0.512506553	-0.586689422	0	0.8751	59.06705226	2.183662667	5.85	2.06980978	0.261103864	4	2.813235118	"10"	5	0	0	0	5.094937537	1	8.5091473	10	34.494253	9.647121
"951"	"187"	0	22.875	0.512506553	-0.586689422	0	0.8751	59.06705226	2.183662667	5.85	2.06980978	0.261103864	4	2.813235118	"10"	5	0	0	0	5.094937537	1	8.5091473	10	34.494253	9.647121
"952"	"187"	0	22.875	0.512506553	-0.586689422	0	0.8751	59.06705226	2.183662667	5.85	2.06980978	0.261103864	4	2.813235118	"10"	5	0	0	0	5.094937537	1	8.5091473	10	34.494253	9.647121
"96"	"189"	1	15.58333333	0.585822972	-0.59553029	0	0.8402	28.28798186	1.824405724	4.76	2.445658293	0.257118608	22	2.838592394	"10"	8.28333	0.0298	0.34288	1e-05	7.344398026	1	8.478352627	10	33.52157	9.97436
"961"	"189"	1	15.58333333	0.585822972	-0.59553029	0	0.8402	28.28798186	1.824405724	4.76	2.445658293	0.257118608	22	2.838592394	"10"	8.28333	0.0298	0.34288	1e-05	7.344398026	1	8.478352627	10	33.52157	9.97436
"962"	"189"	1	15.58333333	0.585822972	-0.59553029	0	0.8402	28.28798186	1.824405724	4.76	2.445658293	0.257118608	22	2.838592394	"10"	8.28333	0.0298	0.34288	1e-05	7.344398026	1	8.478352627	10	33.52157	9.97436
"97"	"190"	1	41.83333333	0.667673178	-0.215749879	0	0.806	0	1.946063978	1.47	1.886052221	0.230211053	4	2.806838202	"25"	5.25148	0.96358	3.33921	0.00034	7.73389393	1	8.48969	8	35.160036	9.116646
"971"	"190"	1	41.83333333	0.667673178	-0.215749879	0	0.806	0	1.946063978	1.47	1.886052221	0.230211053	4	2.806838202	"25"	5.25148	0.96358	3.33921	0.00034	7.73389393	1	8.48969	8	35.160036	9.116646
"972"	"190"	1	41.83333333	0.667673178	-0.215749879	0	0.806	0	1.946063978	1.47	1.886052221	0.230211053	4	2.806838202	"25"	5.25148	0.96358	3.33921	0.00034	7.73389393	1	8.48969	8	35.160036	9.116646
"98"	"192"	0	11.91666667	0.230316158	-0.631793277	0	0.9037	39.62898141	1.800043124	3.96	3.90886532	0.209171711	1	2.994905039	"0"	10.14067	0	7.94254	0	4.670793039	1	8.504094356	6	32.98347	10.498595
"981"	"192"	0	11.91666667	0.230316158	-0.631793277	0	0.9037	39.62898141	1.800043124	3.96	3.90886532	0.209171711	1	2.994905039	"0"	10.14067	0	7.94254	0	4.670793039	1	8.504094356	6	32.98347	10.498595
"982"	"192"	0	11.91666667	0.230316158	-0.631793277	0	0.9037	39.62898141	1.800043124	3.96	3.90886532	0.209171711	1	2.994905039	"0"	10.14067	0	7.94254	0	4.670793039	1	8.504094356	6	32.98347	10.498595
"99"	"196"	0	33.33333333	0.292321126	0.914236255	1	0.702	24.96325945	1.925167647	4.47	2.956157255	0.614695755	1.5	2.698230265	"0"	13.69168	8.77627	16.96453	0.00012	17.84343618	1	7.853333333	9	35.855417	9.7735
"991"	"196"	0	33.33333333	0.292321126	0.914236255	1	0.702	24.96325945	1.925167647	4.47	2.956157255	0.614695755	1.5	2.698230265	"0"	13.69168	8.77627	16.96453	0.00012	17.84343618	1	7.853333333	9	35.855417	9.7735
"992"	"196"	0	33.33333333	0.292321126	0.914236255	1	0.702	24.96325945	1.925167647	4.47	2.956157255	0.614695755	1.5	2.698230265	"0"	13.69168	8.77627	16.96453	0.00012	17.84343618	1	7.853333333	9	35.855417	9.7735
"100"	"198"	0	23.73333333	0.303721303	-0.686614181	0	0.814	97.81147736	1.702559772	3.51	2.356701887	0.346266588	3	3.010537315	"0"	3.00056	0	0	0	4.522738943	2	8.912165855	11	38.173514	-109.710268
"1001"	"198"	0	23.73333333	0.303721303	-0.686614181	0	0.814	97.81147736	1.702559772	3.51	2.356701887	0.346266588	3	3.010537315	"0"	3.00056	0	0	0	4.522738943	2	8.912165855	11	38.173514	-109.710268
"1002"	"198"	0	23.73333333	0.303721303	-0.686614181	0	0.814	97.81147736	1.702559772	3.51	2.356701887	0.346266588	3	3.010537315	"0"	3.00056	0	0	0	4.522738943	2	8.912165855	11	38.173514	-109.710268
"101"	"199"	1	57.5	0.765039296	-0.418435884	0	0.7156	100	1.948432528	1.1	1.810540134	0.45622354	1	2.745811343	"25"	8.36074	0.63975	0.07932	0.02213	6.425051446	2	8.130290045	4	37.581928	-109.910049
"1012"	"199"	1	57.5	0.765039296	-0.418435884	0	0.7156	100	1.948432528	1.1	1.810540134	0.45622354	1	2.745811343	"25"	8.36074	0.63975	0.07932	0.02213	6.425051446	2	8.130290045	4	37.581928	-109.910049
"1013"	"199"	1	57.5	0.765039296	-0.418435884	0	0.7156	100	1.948432528	1.1	1.810540134	0.45622354	1	2.745811343	"25"	8.36074	0.63975	0.07932	0.02213	6.425051446	2	8.130290045	4	37.581928	-109.910049
"1"	"2"	0	19.98875	0.371488107	-0.246160057	0	0.6269	35.52635051	1.713734083	9.08	2.730111041	0.661911921	0.6	3.076883592	NA	8.72742	1.2147	2.43019	0.00853	10.3282615	1	6.903775992	21	-41.23785	-70.423925
"116"	"2"	0	19.98875	0.371488107	-0.246160057	0	0.6269	35.52635051	1.713734083	9.08	2.730111041	0.661911921	0.6	3.076883592	NA	8.72742	1.2147	2.43019	0.00853	10.3282615	1	6.903775992	21	-41.23785	-70.423925
"117"	"2"	0	19.98875	0.371488107	-0.246160057	0	0.6269	35.52635051	1.713734083	9.08	2.730111041	0.661911921	0.6	3.076883592	NA	8.72742	1.2147	2.43019	0.00853	10.3282615	1	6.903775992	21	-41.23785	-70.423925
"102"	"200"	0	21.15833333	0.321440879	-1.08967429	0	0.8978	96.62443311	1.804241687	5.91	3.135979004	0.733450714	6	3.144498586	"37.5"	6.61088	0.92507	0.00529	0.09562	2.190422624	2	8.053086074	16	37.086092	-111.696845
"1021"	"200"	0	21.15833333	0.321440879	-1.08967429	0	0.8978	96.62443311	1.804241687	5.91	3.135979004	0.733450714	6	3.144498586	"37.5"	6.61088	0.92507	0.00529	0.09562	2.190422624	2	8.053086074	16	37.086092	-111.696845
"1022"	"200"	0	21.15833333	0.321440879	-1.08967429	0	0.8978	96.62443311	1.804241687	5.91	3.135979004	0.733450714	6	3.144498586	"37.5"	6.61088	0.92507	0.00529	0.09562	2.190422624	2	8.053086074	16	37.086092	-111.696845
"103"	"201"	0	36.86666667	0.35253613	-0.63087174	0	0.8307	97.75482992	1.677634323	3.54	3.121423223	0.288196042	1.5	2.916870386	NA	8.27761	0.58062	0.14872	0.00277	6.306492357	2	8.80814012	11	37.259733	-109.926516
"1031"	"201"	0	36.86666667	0.35253613	-0.63087174	0	0.8307	97.75482992	1.677634323	3.54	3.121423223	0.288196042	1.5	2.916870386	NA	8.27761	0.58062	0.14872	0.00277	6.306492357	2	8.80814012	11	37.259733	-109.926516
"1032"	"201"	0	36.86666667	0.35253613	-0.63087174	0	0.8307	97.75482992	1.677634323	3.54	3.121423223	0.288196042	1.5	2.916870386	NA	8.27761	0.58062	0.14872	0.00277	6.306492357	2	8.80814012	11	37.259733	-109.926516
"104"	"203"	0	22.56666667	0.568457708	-0.598510329	0	0.7972	73.8135755	1.613313161	4.59	2.388272712	0.309124331	4	3.01101087	"50"	1.30663	0.76958	0.00829	0.01887	5.385319398	2	8.262086479	10	37.507278	-112.02167
"1041"	"203"	0	22.56666667	0.568457708	-0.598510329	0	0.7972	73.8135755	1.613313161	4.59	2.388272712	0.309124331	4	3.01101087	"50"	1.30663	0.76958	0.00829	0.01887	5.385319398	2	8.262086479	10	37.507278	-112.02167
"1042"	"203"	0	22.56666667	0.568457708	-0.598510329	0	0.7972	73.8135755	1.613313161	4.59	2.388272712	0.309124331	4	3.01101087	"50"	1.30663	0.76958	0.00829	0.01887	5.385319398	2	8.262086479	10	37.507278	-112.02167
"105"	"204"	1	48.90833333	0.796957753	0.180556754	1	0.6599	100	1.931208614	1.64	1.794869438	0.239601538	2.5	2.725244476	"54.54545455"	7.08473	1.45608	0.16852	0	15.3924813	2	7.732191941	11	37.730413	-109.413583
"1051"	"204"	1	48.90833333	0.796957753	0.180556754	1	0.6599	100	1.931208614	1.64	1.794869438	0.239601538	2.5	2.725244476	"54.54545455"	7.08473	1.45608	0.16852	0	15.3924813	2	7.732191941	11	37.730413	-109.413583
"1052"	"204"	1	48.90833333	0.796957753	0.180556754	1	0.6599	100	1.931208614	1.64	1.794869438	0.239601538	2.5	2.725244476	"54.54545455"	7.08473	1.45608	0.16852	0	15.3924813	2	7.732191941	11	37.730413	-109.413583
"106"	"206"	0	28.325	0.340525818	-0.937609241	0	0.863	78.07632772	1.656222816	3.99	2.399319174	0.607846609	2	3.100915117	"66.66666667"	7.35561	0	0	0	3.31218298	2	8.349842243	9	36.685466	-111.856829
"1061"	"206"	0	28.325	0.340525818	-0.937609241	0	0.863	78.07632772	1.656222816	3.99	2.399319174	0.607846609	2	3.100915117	"66.66666667"	7.35561	0	0	0	3.31218298	2	8.349842243	9	36.685466	-111.856829
"1062"	"206"	0	28.325	0.340525818	-0.937609241	0	0.863	78.07632772	1.656222816	3.99	2.399319174	0.607846609	2	3.100915117	"66.66666667"	7.35561	0	0	0	3.31218298	2	8.349842243	9	36.685466	-111.856829
"107"	"207"	0	18.03333333	0.228284834	-0.393731996	0	0.8703	100	1.86967166	5.62	2.926907509	0.215672476	1	3.04113817	NA	2.25073	0	0	0	3.631358454	2	8.470164667	10	33.747137	-115.807771
"1071"	"207"	0	18.03333333	0.228284834	-0.393731996	0	0.8703	100	1.86967166	5.62	2.926907509	0.215672476	1	3.04113817	NA	2.25073	0	0	0	3.631358454	2	8.470164667	10	33.747137	-115.807771
"1072"	"207"	0	18.03333333	0.228284834	-0.393731996	0	0.8703	100	1.86967166	5.62	2.926907509	0.215672476	1	3.04113817	NA	2.25073	0	0	0	3.631358454	2	8.470164667	10	33.747137	-115.807771
"108"	"208"	0	9.675	0.332899406	-0.468479797	0	0.8765	100	2.020978305	4.17	1.964939531	0.229150426	1	3.066646323	NA	2.25073	0	0	0	2.490755827	2	8.080464	8	33.747762	-115.809932
"1081"	"208"	0	9.675	0.332899406	-0.468479797	0	0.8765	100	2.020978305	4.17	1.964939531	0.229150426	1	3.066646323	NA	2.25073	0	0	0	2.490755827	2	8.080464	8	33.747762	-115.809932
"1082"	"208"	0	9.675	0.332899406	-0.468479797	0	0.8765	100	2.020978305	4.17	1.964939531	0.229150426	1	3.066646323	NA	2.25073	0	0	0	2.490755827	2	8.080464	8	33.747762	-115.809932
"109"	"209"	0	19.35	0.427037708	-0.300759843	0	0.8652	100	1.908393861	5.2	1.975036975	0.210936665	1.5	2.98972366	NA	2.4919	0	0	0	8.751835616	2	8.093737	11	33.754262	-115.79572
"1091"	"209"	0	19.35	0.427037708	-0.300759843	0	0.8652	100	1.908393861	5.2	1.975036975	0.210936665	1.5	2.98972366	NA	2.4919	0	0	0	8.751835616	2	8.093737	11	33.754262	-115.79572
"1092"	"209"	0	19.35	0.427037708	-0.300759843	0	0.8652	100	1.908393861	5.2	1.975036975	0.210936665	1.5	2.98972366	NA	2.4919	0	0	0	8.751835616	2	8.093737	11	33.754262	-115.79572
"110"	"210"	0	14.15	0.184326832	-0.310276032	0	0.8703	100	2.00417085	5.51	3.051437457	0.188867107	1	2.99697103	NA	2.40473	0	0	0	9.352993607	2	7.945996	9	33.749497	-115.805622
"1101"	"210"	0	14.15	0.184326832	-0.310276032	0	0.8703	100	2.00417085	5.51	3.051437457	0.188867107	1	2.99697103	NA	2.40473	0	0	0	9.352993607	2	7.945996	9	33.749497	-115.805622
"1102"	"210"	0	14.15	0.184326832	-0.310276032	0	0.8703	100	2.00417085	5.51	3.051437457	0.188867107	1	2.99697103	NA	2.40473	0	0	0	9.352993607	2	7.945996	9	33.749497	-115.805622
"111"	"211"	1	26.125	0.699772808	-0.653231153	0	0.8734	100	1.815810107	3.74	1.758881927	0.344340902	1.5	3.042429377	NA	2.25073	0	0	0	6.657671233	2	8.26594	8	33.750666	-115.811803
"1111"	"211"	1	26.125	0.699772808	-0.653231153	0	0.8734	100	1.815810107	3.74	1.758881927	0.344340902	1.5	3.042429377	NA	2.25073	0	0	0	6.657671233	2	8.26594	8	33.750666	-115.811803
"1112"	"211"	1	26.125	0.699772808	-0.653231153	0	0.8734	100	1.815810107	3.74	1.758881927	0.344340902	1.5	3.042429377	NA	2.25073	0	0	0	6.657671233	2	8.26594	8	33.750666	-115.811803
"112"	"212"	1	12.6	0.570508062	-0.098039761	0	0.8652	100	1.797309098	5.76	1.814609061	0.197813459	1	2.940626238	NA	2.4919	0	0	0	7.875083105	2	8.373236	10	33.753612	-115.795665
"1121"	"212"	1	12.6	0.570508062	-0.098039761	0	0.8652	100	1.797309098	5.76	1.814609061	0.197813459	1	2.940626238	NA	2.4919	0	0	0	7.875083105	2	8.373236	10	33.753612	-115.795665
"1122"	"212"	1	12.6	0.570508062	-0.098039761	0	0.8652	100	1.797309098	5.76	1.814609061	0.197813459	1	2.940626238	NA	2.4919	0	0	0	7.875083105	2	8.373236	10	33.753612	-115.795665
"113"	"225"	1	32.8	0.679617756	-0.681197614	0	0.9003	29.06504065	2.217819307	1.40269	1.805204128	0.181488105	3	3.126539972	NA	3.14476	0.39178	1.43215	0	5.959602688	4	6.309593333	8	-26.775916	20.844193
"1131"	"225"	1	32.8	0.679617756	-0.681197614	0	0.9003	29.06504065	2.217819307	1.40269	1.805204128	0.181488105	3	3.126539972	NA	3.14476	0.39178	1.43215	0	5.959602688	4	6.309593333	8	-26.775916	20.844193
"1132"	"225"	1	32.8	0.679617756	-0.681197614	0	0.9003	29.06504065	2.217819307	1.40269	1.805204128	0.181488105	3	3.126539972	NA	3.14476	0.39178	1.43215	0	5.959602688	4	6.309593333	8	-26.775916	20.844193
"114"	"227"	1	31.7	0.584252255	-0.27536933	0	0.8609	59.72660358	2.416223934	1.70022	1.803480614	0.235800309	1	3.117914952	NA	3.25023	0.56273	1.47902	0	6.80207296	4	5.88578	10	-26.396669	22.081829
"1141"	"227"	1	31.7	0.584252255	-0.27536933	0	0.8609	59.72660358	2.416223934	1.70022	1.803480614	0.235800309	1	3.117914952	NA	3.25023	0.56273	1.47902	0	6.80207296	4	5.88578	10	-26.396669	22.081829
"1142"	"227"	1	31.7	0.584252255	-0.27536933	0	0.8609	59.72660358	2.416223934	1.70022	1.803480614	0.235800309	1	3.117914952	NA	3.25023	0.56273	1.47902	0	6.80207296	4	5.88578	10	-26.396669	22.081829
"115"	"228"	1	30.2	0.627874533	-0.16899193	0	0.8481	58.2781457	2.603208257	1.56747	1.539190803	0.270761537	1	3.116896059	NA	3.25089	0.71278	1.56652	0	8.077741312	4	6.524293333	9	-26.259663	22.188355
"1151"	"228"	1	30.2	0.627874533	-0.16899193	0	0.8481	58.2781457	2.603208257	1.56747	1.539190803	0.270761537	1	3.116896059	NA	3.25089	0.71278	1.56652	0	8.077741312	4	6.524293333	9	-26.259663	22.188355
"1152"	"228"	1	30.2	0.627874533	-0.16899193	0	0.8481	58.2781457	2.603208257	1.56747	1.539190803	0.270761537	1	3.116896059	NA	3.25089	0.71278	1.56652	0	8.077741312	4	6.524293333	9	-26.259663	22.188355
"11"	"38"	1	82.88	0.684916908	-0.052402051	0	0.5541	99.03597702	2.595745263	4.33	1.480628601	0.436029367	0.5	3.101070971	NA	9.59656	0	0	0	3.274571869	2	4.132948767	17	-11.33875	-41.243778
"118"	"38"	1	82.88	0.684916908	-0.052402051	0	0.5541	99.03597702	2.595745263	4.33	1.480628601	0.436029367	0.5	3.101070971	NA	9.59656	0	0	0	3.274571869	2	4.132948767	17	-11.33875	-41.243778
"119"	"38"	1	82.88	0.684916908	-0.052402051	0	0.5541	99.03597702	2.595745263	4.33	1.480628601	0.436029367	0.5	3.101070971	NA	9.59656	0	0	0	3.274571869	2	4.132948767	17	-11.33875	-41.243778
"12"	"41"	1	46.725	0.845205466	-0.822487851	0	0.6689	97.5777875	2.724080803	7.79	1.665219449	0.668574592	0.5	3.137857179	NA	NA	0	0	0	3.596668449	2	5.346688901	18	-11.117667	-42.736806
"121"	"41"	1	46.725	0.845205466	-0.822487851	0	0.6689	97.5777875	2.724080803	7.79	1.665219449	0.668574592	0.5	3.137857179	NA	NA	0	0	0	3.596668449	2	5.346688901	18	-11.117667	-42.736806
"122"	"41"	1	46.725	0.845205466	-0.822487851	0	0.6689	97.5777875	2.724080803	7.79	1.665219449	0.668574592	0.5	3.137857179	NA	NA	0	0	0	3.596668449	2	5.346688901	18	-11.117667	-42.736806
"13"	"42"	1	43.5925	0.670989949	-0.793730529	0	0.6679	100.038931	2.926979014	11.37	1.626380393	0.676769059	0.5	3.08636753	NA	NA	0	0	0	2.956722874	2	5.072798122	23	-11.125306	-42.737083
"131"	"42"	1	43.5925	0.670989949	-0.793730529	0	0.6679	100.038931	2.926979014	11.37	1.626380393	0.676769059	0.5	3.08636753	NA	NA	0	0	0	2.956722874	2	5.072798122	23	-11.125306	-42.737083
"132"	"42"	1	43.5925	0.670989949	-0.793730529	0	0.6679	100.038931	2.926979014	11.37	1.626380393	0.676769059	0.5	3.08636753	NA	NA	0	0	0	2.956722874	2	5.072798122	23	-11.125306	-42.737083
"14"	"44"	0	32.16666667	0.451082196	0.519269112	1	0.7089	86.04691258	2.200481136	2.04	1.893394274	0.389586281	22.5	2.722642961	NA	21.99227	8.638	2.29162	8.45609	7.398965602	2	6.48473592	6	-33.27	-70.903056
"141"	"44"	0	32.16666667	0.451082196	0.519269112	1	0.7089	86.04691258	2.200481136	2.04	1.893394274	0.389586281	22.5	2.722642961	NA	21.99227	8.638	2.29162	8.45609	7.398965602	2	6.48473592	6	-33.27	-70.903056
"142"	"44"	0	32.16666667	0.451082196	0.519269112	1	0.7089	86.04691258	2.200481136	2.04	1.893394274	0.389586281	22.5	2.722642961	NA	21.99227	8.638	2.29162	8.45609	7.398965602	2	6.48473592	6	-33.27	-70.903056
"15"	"45"	0	59.61666667	0.540362804	0.187414489	1	0.6017	100	2.32990206	2.44	1.58031309	0.133312645	10.6	2.871793582	NA	14.27313	7.92171	0.11116	0.15438	8.35969161	2	5.907499074	4	-33.119167	-71.363889
"151"	"45"	0	59.61666667	0.540362804	0.187414489	1	0.6017	100	2.32990206	2.44	1.58031309	0.133312645	10.6	2.871793582	NA	14.27313	7.92171	0.11116	0.15438	8.35969161	2	5.907499074	4	-33.119167	-71.363889
"152"	"45"	0	59.61666667	0.540362804	0.187414489	1	0.6017	100	2.32990206	2.44	1.58031309	0.133312645	10.6	2.871793582	NA	14.27313	7.92171	0.11116	0.15438	8.35969161	2	5.907499074	4	-33.119167	-71.363889
"16"	"46"	1	43.95833333	0.587453127	0.194477375	1	0.7364	96.34420697	2.080741899	5.31	1.534310504	0.271735262	6.4	2.717347082	NA	14.04335	7.27954	0	0	6.846997128	2	6.316386478	11	-32.485556	-71.370278
"161"	"46"	1	43.95833333	0.587453127	0.194477375	1	0.7364	96.34420697	2.080741899	5.31	1.534310504	0.271735262	6.4	2.717347082	NA	14.04335	7.27954	0	0	6.846997128	2	6.316386478	11	-32.485556	-71.370278
"162"	"46"	1	43.95833333	0.587453127	0.194477375	1	0.7364	96.34420697	2.080741899	5.31	1.534310504	0.271735262	6.4	2.717347082	NA	14.04335	7.27954	0	0	6.846997128	2	6.316386478	11	-32.485556	-71.370278
"17"	"47"	0	33.16666667	0.462098286	0.632459847	1	0.6714	56.1503503	2.442192758	3.24	1.906849467	0.329680342	14.6	2.823675038	NA	8.87729	8.73516	0.15074	85.68031	8.058520548	2	7.088624	7	-34.107222	-71.345833
"171"	"47"	0	33.16666667	0.462098286	0.632459847	1	0.6714	56.1503503	2.442192758	3.24	1.906849467	0.329680342	14.6	2.823675038	NA	8.87729	8.73516	0.15074	85.68031	8.058520548	2	7.088624	7	-34.107222	-71.345833
"172"	"47"	0	33.16666667	0.462098286	0.632459847	1	0.6714	56.1503503	2.442192758	3.24	1.906849467	0.329680342	14.6	2.823675038	NA	8.87729	8.73516	0.15074	85.68031	8.058520548	2	7.088624	7	-34.107222	-71.345833
"18"	"49"	0	20.6	0.294840656	-0.623312145	0	0.9415	100	2.172818857	6.69	3.372651264	0.106244083	11.6	2.901646767	"66.66666667"	7.62885	0	5.09046	0.00782	6.61837882	2	7.696567026	14	-29.311377	-71.244902
"181"	"49"	0	20.6	0.294840656	-0.623312145	0	0.9415	100	2.172818857	6.69	3.372651264	0.106244083	11.6	2.901646767	"66.66666667"	7.62885	0	5.09046	0.00782	6.61837882	2	7.696567026	14	-29.311377	-71.244902
"182"	"49"	0	20.6	0.294840656	-0.623312145	0	0.9415	100	2.172818857	6.69	3.372651264	0.106244083	11.6	2.901646767	"66.66666667"	7.62885	0	5.09046	0.00782	6.61837882	2	7.696567026	14	-29.311377	-71.244902
"19"	"52"	0	39.475	0.512693793	-0.459871099	0	0.9239	100	2.129667339	3.88	1.862449697	0.140145173	1	3.052685351	"33.33333333"	17.9275	0.47002	14.85769	0.38094	11.76620057	2	7.076415415	12	-29.750156	-71.251185
"191"	"52"	0	39.475	0.512693793	-0.459871099	0	0.9239	100	2.129667339	3.88	1.862449697	0.140145173	1	3.052685351	"33.33333333"	17.9275	0.47002	14.85769	0.38094	11.76620057	2	7.076415415	12	-29.750156	-71.251185
"192"	"52"	0	39.475	0.512693793	-0.459871099	0	0.9239	100	2.129667339	3.88	1.862449697	0.140145173	1	3.052685351	"33.33333333"	17.9275	0.47002	14.85769	0.38094	11.76620057	2	7.076415415	12	-29.750156	-71.251185
"20"	"56"	0	59.6675	0.418472618	0.700821894	1	0.8817	100	2.270037983	3.93	2.003665276	1.183749802	4.9	2.813849235	"35.71428571"	6.4209	0	0	0	8.135137447	2	6.5896798	9	-30.660943	-71.664246
"201"	"56"	0	59.6675	0.418472618	0.700821894	1	0.8817	100	2.270037983	3.93	2.003665276	1.183749802	4.9	2.813849235	"35.71428571"	6.4209	0	0	0	8.135137447	2	6.5896798	9	-30.660943	-71.664246
"202"	"56"	0	59.6675	0.418472618	0.700821894	1	0.8817	100	2.270037983	3.93	2.003665276	1.183749802	4.9	2.813849235	"35.71428571"	6.4209	0	0	0	8.135137447	2	6.5896798	9	-30.660943	-71.664246
"21"	"58"	0	35.025	0.282632486	1.018300364	1	0.8459	100	1.975160577	4.47	2.724893337	1.285232157	12.1	2.917324454	"28.57142857"	6.19658	1.28038	17.81474	0.03352	13.7582137	2	6.5985775	14	-31.200242	-71.584711
"211"	"58"	0	35.025	0.282632486	1.018300364	1	0.8459	100	1.975160577	4.47	2.724893337	1.285232157	12.1	2.917324454	"28.57142857"	6.19658	1.28038	17.81474	0.03352	13.7582137	2	6.5985775	14	-31.200242	-71.584711
"212"	"58"	0	35.025	0.282632486	1.018300364	1	0.8459	100	1.975160577	4.47	2.724893337	1.285232157	12.1	2.917324454	"28.57142857"	6.19658	1.28038	17.81474	0.03352	13.7582137	2	6.5985775	14	-31.200242	-71.584711
"2"	"6"	0	32.275	0.385889717	-0.216744002	0	0.5835	51.06447628	1.742057077	9.14	2.468477876	0.757991195	0.6	2.989058022	NA	10.86267	1.46621	2.65239	0.01033	9.609634323	1	6.790220085	20	-41.0335	-70.524528
"210"	"6"	0	32.275	0.385889717	-0.216744002	0	0.5835	51.06447628	1.742057077	9.14	2.468477876	0.757991195	0.6	2.989058022	NA	10.86267	1.46621	2.65239	0.01033	9.609634323	1	6.790220085	20	-41.0335	-70.524528
"213"	"6"	0	32.275	0.385889717	-0.216744002	0	0.5835	51.06447628	1.742057077	9.14	2.468477876	0.757991195	0.6	2.989058022	NA	10.86267	1.46621	2.65239	0.01033	9.609634323	1	6.790220085	20	-41.0335	-70.524528
"22"	"60"	0	35.25833333	0.445329049	1.10515072	1	0.8459	100	2.050352685	3.88	2.329103739	1.347774369	11.9	2.877204726	"28.57142857"	6.19658	1.07623	15.6739	0.03793	11.2247284	2	6.438986349	10	-31.199813	-71.585444
"221"	"60"	0	35.25833333	0.445329049	1.10515072	1	0.8459	100	2.050352685	3.88	2.329103739	1.347774369	11.9	2.877204726	"28.57142857"	6.19658	1.07623	15.6739	0.03793	11.2247284	2	6.438986349	10	-31.199813	-71.585444
"222"	"60"	0	35.25833333	0.445329049	1.10515072	1	0.8459	100	2.050352685	3.88	2.329103739	1.347774369	11.9	2.877204726	"28.57142857"	6.19658	1.07623	15.6739	0.03793	11.2247284	2	6.438986349	10	-31.199813	-71.585444
"23"	"69"	1	29.525	0.691808761	-0.029990092	0	0.5282	70.5112189	2.227521641	5.12	1.816620849	0.323718172	10.35	2.412143387	"11.11111111"	6.71409	21.29469	0.78585	2.30216	7.388261949	2	8.192124614	18	-3.990775	-79.424801
"231"	"69"	1	29.525	0.691808761	-0.029990092	0	0.5282	70.5112189	2.227521641	5.12	1.816620849	0.323718172	10.35	2.412143387	"11.11111111"	6.71409	21.29469	0.78585	2.30216	7.388261949	2	8.192124614	18	-3.990775	-79.424801
"232"	"69"	1	29.525	0.691808761	-0.029990092	0	0.5282	70.5112189	2.227521641	5.12	1.816620849	0.323718172	10.35	2.412143387	"11.11111111"	6.71409	21.29469	0.78585	2.30216	7.388261949	2	8.192124614	18	-3.990775	-79.424801
"3"	"7"	0	41.68083333	0.235429501	-0.253784677	0	0.7322	2.000868093	2.139485525	7.59	3.142117845	0.424646675	0.5	2.969985521	NA	8.54179	12.4034	0.02901	0.16138	7.860722412	2	7.531020988	27	-38.990869	-63.933767
"310"	"7"	0	41.68083333	0.235429501	-0.253784677	0	0.7322	2.000868093	2.139485525	7.59	3.142117845	0.424646675	0.5	2.969985521	NA	8.54179	12.4034	0.02901	0.16138	7.860722412	2	7.531020988	27	-38.990869	-63.933767
"313"	"7"	0	41.68083333	0.235429501	-0.253784677	0	0.7322	2.000868093	2.139485525	7.59	3.142117845	0.424646675	0.5	2.969985521	NA	8.54179	12.4034	0.02901	0.16138	7.860722412	2	7.531020988	27	-38.990869	-63.933767
"24"	"72"	1	23.8	0.796702023	0.597264968	1	0.532	59.85543215	2.177634602	2.73	1.652327555	0.176541121	12.15	2.499681958	"66.66666667"	5.74821	23.54303	1.92637	4.1024	7.696613846	2	7.966117857	12	-3.99644	-79.427159
